plot,treeposition,spp,inventary_date,inventary_month,status,cap1_cm,cap2_cm,cap3_cm,cap4_cm,cap5_cm,soma_cap,dap1_cm,dap2_cm,dap3_cm,dap4_cm,dap5_cm,htotal_m,HCOPA,NS,LO,OBS
23,62,Lecythis pisonis,jun/18,83 meses,A,16,,,,,16,5.09,,,,,3.2,2,3.5,3.5,
23,63,Mimosa artemisiana,jun/18,83 meses,M,,,,,,,,,,,,,,,,
23,64,Cariniana legalis,jun/18,83 meses,A,,,,,,,,,,,,3,1,3,3,
23,65,Enterolobium contortisiliquum,jun/18,83 meses,A,57,47.5,23,,,127.5,18.14,15.12,7.32,,,9.5,9,9,9,C
23,66,Peltophorum dubium,jun/18,83 meses,A,17.5,,,,,17.5,5.57,,,,,7,6.5,5,2,
23,67,Pterocarpus rohrii,jun/18,83 meses,B,,,,,,,,,,,,0.5,0.2,0.3,0.3,
23,68,Parkia pendula,jun/18,83 meses,M,,,,,,,,,,,,,,,,
23,69,Cariniana estrelensis,jun/18,83 meses,A,15.5,,,,,15.5,4.93,,,,,5,2,5,4,
23,70,Anadenanthera peregrina,jun/18,83 meses,A,24,,,,,24,7.64,,,,,7,4,6,7,
23,71,Joannesia princeps,jun/18,83 meses,A,51.5,42.5,,,,94,16.39,13.53,,,,12,11,8,6,
23,72,Sparattosperma leucanthum,jun/18,83 meses,A,34.5,,,,,34.5,10.98,,,,,9,8.5,3,5,
23,73,Senna macranthera,jun/18,83 meses,A,34.5,39,43,33,,149.5,10.98,12.41,13.69,10.5,,12,11.5,9,7,C
23,74,Inga laurina,jun/18,83 meses,A,17,,,,,17,5.41,,,,,4,2,5.5,3,
23,75,Aegiphila sellowiana,jun/18,83 meses,A,,,,,,,,,,,,2.5,1.5,2,2,
23,76,Spondias venulosa,jun/18,83 meses,B,,,,,,,,,,,,2.5,2.3,1.5,1.5,
23,77,Inga edulis,jun/18,83 meses,M,,,,,,,,,,,,,,,,
23,78,Citharexylum myrianthum,jun/18,83 meses,A,,,,,,,,,,,,3,2.8,1,1,
23,79,Tapirira guianensis,jun/18,83 meses,A,33.5,,,,,33.5,10.66,,,,,10.5,8,6,6,
23,80,Annona neosericea,jun/18,83 meses,A,17,,,,,17,5.41,,,,,6.5,6.3,1,1,
23,81,Dalbergia nigra,jun/18,83 meses,A,17,,,,,17,5.41,,,,,7,2.5,3.5,4,
23,82,Himatanthus articulatus,jun/18,83 meses,M,,,,,,,,,,,,,,,,
23,83,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,3.5,2,5,5,
23,84,Cordia superba,jun/18,83 meses,M,,,,,,,,,,,,,,,,
23,85,Paratecoma peroba,jun/18,83 meses,A,,,,,,,,,,,,2.2,2,2,1,
23,86,Cecropia hololeuca,jun/18,83 meses,A,50.5,,,,,5.5,16.07,,,,,14,12,9,9,
23,87,Hymenaea courbaril,jun/18,83 meses,A,,,,,,,,,,,,2.2,1.5,1.5,1.5,
23,88,Talisia coriacea,jun/18,83 meses,B,,,,,,,,,,,,0.4,0.2,0.2,0.2,
23,89,Dalbergia nigra,jun/18,83 meses,A,18.5,,,,,18.5,5.89,,,,,8,6.5,4,3.5,
23,90,Byrsonima sericea,jun/18,83 meses,A,24,,,,,24,7.64,,,,,8.5,1,6,6,
23,91,Joannesia princeps,jun/18,83 meses,A,78,31.5,,,,19.5,24.83,10.03,,,,13,3,10,10,
23,92,Sparattosperma leucanthum,jun/18,83 meses,A,28,,,,,28,8.91,,,,,9,7.5,5,5,
23,93,Senna macranthera,jun/18,83 meses,A,32.5,30.5,40,,,13,10.35,9.71,12.73,,,11,8,9,8,
23,94,Inga laurina,jun/18,83 meses,A,,,,,,,,,,,,3.8,0.5,3,3,
23,95,Aegiphila sellowiana,jun/18,83 meses,M,,,,,,,,,,,,,,,,
23,96,Spondias venulosa,jun/18,83 meses,A,45.5,,,,,45.5,14.48,,,,,9,7,4,4,
23,97,Inga edulis,jun/18,83 meses,M,,,,,,,,,,,,,,,,
23,98,Citharexylum myrianthum,jun/18,83 meses,B,,,,,,,,,,,,2.2,,0.3,0.3,
23,99,Tapirira guianensis,jun/18,83 meses,A,29,,,,,29,9.23,,,,,8.5,2,4,4,
23,100,Annona neosericea,jun/18,83 meses,A,22.5,,,,,22.5,7.16,,,,,6,5,5,3,
23,101,Centrolobium microchaete,jun/18,83 meses,A,24,,,,,24,7.64,,,,,13,12,2,1.5,
23,102,Lecythis pisonis,jun/18,83 meses,A,,,,,,,,,,,,4.5,2,4,4,
23,103,Mimosa artemisiana,jun/18,83 meses,A,45.5,37,39,,,121.5,14.48,11.78,12.41,,,14,11,12,9,C
23,104,Cariniana legalis,jun/18,83 meses,A,15.5,,,,,15.5,4.93,,,,,3.5,2,4,4,
23,105,Enterolobium contortisiliquum,jun/18,83 meses,A,34,34,42,35,25.5,17.5,10.82,10.82,13.37,11.14,8.12,8.5,7.8,3,5,C
23,106,Peltophorum dubium,jun/18,83 meses,A,16.5,,,,,16.5,5.25,,,,,7.5,7,4,2.5,
23,107,Pterocarpus rohrii,jun/18,83 meses,A,16.5,16,,,,32.5,5.25,5.09,,,,6,5,6,6.5,
23,108,Parkia pendula,jun/18,83 meses,B,,,,,,,,,,,,1.5,1,1,1,
23,109,Cariniana estrelensis,jun/18,83 meses,A,28,,,,,28,8.91,,,,,8.5,7.5,4,5,
23,110,Anadenanthera peregrina,jun/18,83 meses,A,22.5,,,,,22.5,7.16,,,,,11,10,2.5,3,
23,111,Joannesia princeps,jun/18,83 meses,A,79.5,,,,,79.5,25.31,,,,,12,7,9,9,C
23,112,Sparattosperma leucanthum,jun/18,83 meses,A,49.5,,,,,49.5,15.76,,,,,8,5,7,10,
23,113,Senna macranthera,jun/18,83 meses,M,,,,,,,,,,,,,,,,
23,114,Inga laurina,jun/18,83 meses,A,,,,,,,,,,,,2.8,1,4,4,
23,115,Aegiphila sellowiana,jun/18,83 meses,M,,,,,,,,,,,,,,,,
23,116,Spondias venulosa,jun/18,83 meses,A,39.5,,,,,39.5,12.57,,,,,8,6,5.5,5,
23,117,Inga edulis,jun/18,83 meses,A,26,26.5,,,,52.5,8.28,8.44,,,,7,5,6,8,
23,118,Citharexylum myrianthum,jun/18,83 meses,M,,,,,,,,,,,,,,,,
23,119,Tapirira guianensis,jun/18,83 meses,A,37.5,,,,,37.5,11.94,,,,,12,9,6,5.5,
23,120,Annona neosericea,jun/18,83 meses,A,16.5,16.5,,,,33,5.25,5.25,,,,4.5,2,6,4,
23,121,Byrsonima sericea,jun/18,83 meses,A,28,,,,,28,8.91,,,,,7.5,6,6,7,
23,122,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,4.5,3,4.5,5,
23,123,Talisia coriacea,jun/18,83 meses,A,,,,,,,,,,,,2.2,0.3,0.5,0.5,
23,124,Handroanthus impetiginosus,jun/18,83 meses,A,,,,,,,,,,,,2.8,2.5,1,1,
23,125,Cecropia hololeuca,jun/18,83 meses,A,39.5,,,,,39.5,12.57,,,,,13,12,10,6,
23,126,Myrocarpus frondosus,jun/18,83 meses,A,,,,,,,,,,,,2,1.5,1.5,1,
23,127,Cordia superba,jun/18,83 meses,M,,,,,,,,,,,,,,,,
23,128,Dalbergia nigra,jun/18,83 meses,A,24.5,,,,,24.5,7.8,,,,,6.5,5,4.5,6,
23,129,Himatanthus articulatus,jun/18,83 meses,M,,,,,,,,,,,,,,,,
23,130,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,3.2,1.5,2.5,3.5,
24,1,Dalbergia nigra,jun/18,83 meses,A,,,,,,,,,,,,,,,,
24,2,Himatanthus articulatus,jun/18,83 meses,M,,,,,,,,,,,,,,,,
24,3,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,,,,,
24,4,Cordia superba,jun/18,83 meses,M,,,,,,,,,,,,,,,,
24,5,Paratecoma peroba,jun/18,83 meses,A,,,,,,,,,,,,,,,,
24,6,Cecropia hololeuca,jun/18,83 meses,A,25,,,,,25,7.96,,,,,,,,,
24,7,Hymenaea courbaril,jun/18,83 meses,A,,,,,,,,,,,,,,,,
24,8,Talisia coriacea,jun/18,83 meses,A,,,,,,,,,,,,,,,,
24,9,Dalbergia nigra,jun/18,83 meses,A,,,,,,,,,,,,,,,,
24,10,Byrsonima sericea,jun/18,83 meses,A,30,,,,,3,9.55,,,,,,,,,
24,11,Anadenanthera peregrina,jun/18,83 meses,M,,,,,,,,,,,,,,,,
24,12,Cariniana estrelensis,jun/18,83 meses,A,,,,,,,,,,,,,,,,
24,13,Parkia pendula,jun/18,83 meses,A,32,,,,,32,10.19,,,,,,,,,
24,14,Pterocarpus rohrii,jun/18,83 meses,A,21,,,,,21,6.68,,,,,,,,,
24,15,Peltophorum dubium,jun/18,83 meses,M,,,,,,,,,,,,,,,,
24,16,Enterolobium contortisiliquum,jun/18,83 meses,A,22,46,37.5,17,,122.5,7,14.64,11.94,5.41,,,,,,C
24,17,Cariniana legalis,jun/18,83 meses,A,16,,,,,16,5.09,,,,,,,,,
24,18,Mimosa artemisiana,jun/18,83 meses,M,,,,,,,,,,,,,,,,
24,19,Lecythis pisonis,jun/18,83 meses,A,,,,,,,,,,,,,,,,
24,20,Centrolobium microchaete,jun/18,83 meses,A,27.5,,,,,27.5,8.75,,,,,,,,,
24,21,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,22,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,23,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,24,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,25,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,26,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,27,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,28,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,29,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,30,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,31,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,32,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,33,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,34,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,35,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,36,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,37,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,38,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,39,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,40,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,41,Byrsonima sericea,jun/18,83 meses,A,33.5,23.5,,,,57,10.66,7.48,,,,,,,,
24,42,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,,,,,
24,43,Talisia coriacea,jun/18,83 meses,B,,,,,,,,,,,,,,,,
24,44,Handroanthus impetiginosus,jun/18,83 meses,A,,,,,,,,,,,,,,,,
24,45,Cecropia hololeuca,jun/18,83 meses,A,39,,,,,39,12.41,,,,,,,,,
24,46,Myrocarpus frondosus,jun/18,83 meses,M,,,,,,,,,,,,,,,,
24,47,Cordia superba,jun/18,83 meses,A,,,,,,,,,,,,,,,,
24,48,Dalbergia nigra,jun/18,83 meses,A,24,20.5,,,,44.5,7.64,6.53,,,,,,,,
24,49,Himatanthus articulatus,jun/18,83 meses,A,23.5,,,,,23.5,7.48,,,,,,,,,
24,50,Caesalpinia echinata,jun/18,83 meses,B,,,,,,,,,,,,,,,,
24,51,Anadenanthera peregrina,jun/18,83 meses,A,25,,,,,25,7.96,,,,,,,,,
24,52,Cariniana estrelensis,jun/18,83 meses,A,,,,,,,,,,,,,,,,
24,53,Parkia pendula,jun/18,83 meses,A,20,,,,,2,6.37,,,,,,,,,
24,54,Pterocarpus rohrii,jun/18,83 meses,M,,,,,,,,,,,,,,,,
24,55,Peltophorum dubium,jun/18,83 meses,M,,,,,,,,,,,,,,,,
24,56,Enterolobium contortisiliquum,jun/18,83 meses,M,,,,,,,,,,,,,,,,
24,57,Cariniana legalis,jun/18,83 meses,A,19.5,,,,,19.5,6.21,,,,,,,,,
24,58,Mimosa artemisiana,jun/18,83 meses,A,24.5,35.5,,,,6,7.8,11.3,,,,,,,,
24,59,Lecythis pisonis,jun/18,83 meses,A,,,,,,,,,,,,,,,,
24,60,Centrolobium microchaete,jun/18,83 meses,A,25.5,,,,,25.5,8.12,,,,,,,,,
24,61,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,62,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,63,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,64,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,65,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,66,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,67,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,68,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,69,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,70,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,71,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,72,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,73,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,74,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,75,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,76,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,77,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,78,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,79,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,80,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,81,Dalbergia nigra,jun/18,83 meses,A,29.5,,,,,29.5,9.39,,,,,,,,,
24,82,Himatanthus articulatus,jun/18,83 meses,A,26.5,,,,,26.5,8.44,,,,,,,,,
24,83,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,,,,,
24,84,Cordia superba,jun/18,83 meses,M,,,,,,,,,,,,,,,,
24,85,Paratecoma peroba,jun/18,83 meses,A,,,,,,,,,,,,,,,,
24,86,Cecropia hololeuca,jun/18,83 meses,A,38.5,,,,,38.5,12.25,,,,,,,,,
24,87,Hymenaea courbaril,jun/18,83 meses,A,,,,,,,,,,,,,,,,
24,88,Talisia coriacea,jun/18,83 meses,B,,,,,,,,,,,,,,,,
24,89,Dalbergia nigra,jun/18,83 meses,A,27.5,,,,,27.5,8.75,,,,,,,,,
24,90,Byrsonima sericea,jun/18,83 meses,A,22,,,,,22,7,,,,,,,,,C
24,91,Anadenanthera peregrina,jun/18,83 meses,A,35,,,,,35,11.14,,,,,,,,,
24,92,Cariniana estrelensis,jun/18,83 meses,B,,,,,,,,,,,,,,,,
24,93,Parkia pendula,jun/18,83 meses,A,,,,,,,,,,,,,,,,
24,94,Pterocarpus rohrii,jun/18,83 meses,A,17.5,,,,,17.5,5.57,,,,,,,,,
24,95,Peltophorum dubium,jun/18,83 meses,A,,,,,,,,,,,,,,,,
24,96,Enterolobium contortisiliquum,jun/18,83 meses,A,26,28.5,,,,54.5,8.28,9.07,,,,,,,,
24,97,Cariniana legalis,jun/18,83 meses,A,19,,,,,19,6.05,,,,,,,,,
24,98,Mimosa artemisiana,jun/18,83 meses,M,,,,,,,,,,,,,,,,
24,99,Lecythis pisonis,jun/18,83 meses,A,16,,,,,16,5.09,,,,,,,,,
24,100,Centrolobium microchaete,jun/18,83 meses,M,,,,,,,,,,,,,,,,
24,101,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,102,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,103,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,104,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,105,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,106,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,107,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,108,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,109,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,110,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,111,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,112,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,113,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,114,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,115,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,116,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,117,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,118,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,119,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,120,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
24,121,Byrsonima sericea,jun/18,83 meses,A,24,,,,,24,7.64,,,,,,,,,
24,122,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,,,,,
24,123,Talisia coriacea,jun/18,83 meses,M,,,,,,,,,,,,,,,,
24,124,Handroanthus impetiginosus,jun/18,83 meses,M,,,,,,,,,,,,,,,,
24,125,Cecropia hololeuca,jun/18,83 meses,A,23,,,,,23,7.32,,,,,,,,,
24,126,Myrocarpus frondosus,jun/18,83 meses,B,,,,,,,,,,,,,,,,
24,127,Cordia superba,jun/18,83 meses,M,,,,,,,,,,,,,,,,
24,128,Dalbergia nigra,jun/18,83 meses,A,31,,,,,31,9.87,,,,,,,,,
24,129,Himatanthus articulatus,jun/18,83 meses,M,,,,,,,,,,,,,,,,
24,130,Dalbergia nigra,jun/18,83 meses,M,,,,,,,,,,,,,,,,
25,1,Dalbergia nigra,jun/18,83 meses,A,,,,,,,,,,,,,,,,
25,2,Himatanthus articulatus,jun/18,83 meses,A,20,,,,,2,6.37,,,,,,,,,
25,3,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,,,,,
25,4,Cordia superba,jun/18,83 meses,M,,,,,,,,,,,,,,,,
25,5,Paratecoma peroba,jun/18,83 meses,A,17.5,,,,,17.5,5.57,,,,,,,,,
25,6,Cecropia hololeuca,jun/18,83 meses,A,57,,,,,57,18.14,,,,,,,,,
25,7,Hymenaea courbaril,jun/18,83 meses,A,,,,,,,,,,,,,,,,
25,8,Talisia coriacea,jun/18,83 meses,M,,,,,,,,,,,,,,,,
25,9,Dalbergia nigra,jun/18,83 meses,A,19.5,18,,,,37.5,6.21,5.73,,,,,,,,
25,10,Byrsonima sericea,jun/18,83 meses,A,22.5,,,,,22.5,7.16,,,,,,,,,
25,11,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,,,,,
25,12,Himatanthus articulatus,jun/18,83 meses,A,21,,,,,21,6.68,,,,,,,,,
25,13,Dalbergia nigra,jun/18,83 meses,A,24,,,,,24,7.64,,,,,,,,,
25,14,Cordia superba,jun/18,83 meses,B,,,,,,,,,,,,,,,,
25,15,Dalbergia nigra,jun/18,83 meses,A,,,,,,,,,,,,,,,,
25,16,Cecropia hololeuca,jun/18,83 meses,A,56.5,,,,,56.5,17.98,,,,,,,,,
25,17,Handroanthus impetiginosus,jun/18,83 meses,A,18,,,,,18,5.73,,,,,,,,,
25,18,Talisia coriacea,jun/18,83 meses,A,,,,,,,,,,,,,,,,
25,19,Caesalpinia echinata,jun/18,83 meses,M,,,,,,,,,,,,,,,,
25,20,Byrsonima sericea,jun/18,83 meses,A,28.5,,,,,28.5,9.07,,,,,,,,,
25,21,Eucalyptus spp.,jun/18,83 meses,A,45.5,,,,,45.5,14.48,,,,,,,,,
25,22,Eucalyptus spp.,jun/18,83 meses,A,54,,,,,54,17.19,,,,,,,,,
25,23,Eucalyptus spp.,jun/18,83 meses,A,45.5,,,,,45.5,14.48,,,,,,,,,
25,24,Eucalyptus spp.,jun/18,83 meses,A,78.5,,,,,78.5,24.99,,,,,,,,,
25,25,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
25,26,Eucalyptus spp.,jun/18,83 meses,A,92.5,,,,,92.5,29.44,,,,,,,,,
25,27,Eucalyptus spp.,jun/18,83 meses,A,93.5,,,,,93.5,29.76,,,,,,,,,
25,28,Eucalyptus spp.,jun/18,83 meses,A,93.5,,,,,93.5,29.76,,,,,,,,,
25,29,Eucalyptus spp.,jun/18,83 meses,A,78,,,,,78,24.83,,,,,,,,,
25,30,Eucalyptus spp.,jun/18,83 meses,A,51,,,,,51,16.23,,,,,,,,,
25,31,Eucalyptus spp.,jun/18,83 meses,A,80,,,,,8,25.46,,,,,,,,,
25,32,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
25,33,Eucalyptus spp.,jun/18,83 meses,A,69,,,,,69,21.96,,,,,,,,,
25,34,Eucalyptus spp.,jun/18,83 meses,A,60,,,,,6,19.1,,,,,,,,,
25,35,Eucalyptus spp.,jun/18,83 meses,A,84.5,,,,,84.5,26.9,,,,,,,,,
25,36,Eucalyptus spp.,jun/18,83 meses,A,46,,,,,46,14.64,,,,,,,,,
25,37,Eucalyptus spp.,jun/18,83 meses,A,59.5,,,,,59.5,18.94,,,,,,,,,
25,38,Eucalyptus spp.,jun/18,83 meses,A,65,,,,,65,20.69,,,,,,,,,
25,39,Eucalyptus spp.,jun/18,83 meses,A,44,,,,,44,14.01,,,,,,,,,
25,40,Eucalyptus spp.,jun/18,83 meses,A,36,,,,,36,11.46,,,,,,,,,
25,41,Centrolobium microchaete,jun/18,83 meses,A,18.5,,,,,18.5,5.89,,,,,,,,,
25,42,Lecythis pisonis,jun/18,83 meses,A,,,,,,,,,,,,,,,,
25,43,Mimosa artemisiana,jun/18,83 meses,A,20,,,,,2,6.37,,,,,,,,,
25,44,Cariniana legalis,jun/18,83 meses,A,15,,,,,15,4.77,,,,,,,,,
25,45,Enterolobium contortisiliquum,jun/18,83 meses,A,21,28,,,,49,6.68,8.91,,,,,,,,
25,46,Peltophorum dubium,jun/18,83 meses,A,,,,,,,,,,,,,,,,
25,47,Pterocarpus rohrii,jun/18,83 meses,A,,,,,,,,,,,,,,,,
25,48,Parkia pendula,jun/18,83 meses,M,,,,,,,,,,,,,,,,
25,49,Cariniana estrelensis,jun/18,83 meses,A,,,,,,,,,,,,,,,,
25,50,Anadenanthera peregrina,jun/18,83 meses,A,30.5,,,,,3.5,9.71,,,,,,,,,
25,51,Anadenanthera peregrina,jun/18,83 meses,A,,,,,,,,,,,,,,,,
25,52,Cariniana estrelensis,jun/18,83 meses,A,,,,,,,,,,,,,,,,
25,53,Parkia pendula,jun/18,83 meses,A,29.5,,,,,29.5,9.39,,,,,,,,,
25,54,Pterocarpus rohrii,jun/18,83 meses,A,,,,,,,,,,,,,,,,
25,55,Peltophorum dubium,jun/18,83 meses,A,,,,,,,,,,,,,,,,
25,56,Enterolobium contortisiliquum,jun/18,83 meses,M,,,,,,,,,,,,,,,,
25,57,Cariniana legalis,jun/18,83 meses,A,17,,,,,17,5.41,,,,,,,,,
25,58,Mimosa artemisiana,jun/18,83 meses,A,56,,,,,56,17.83,,,,,,,,,
25,59,Lecythis pisonis,jun/18,83 meses,A,,,,,,,,,,,,,,,,
25,60,Centrolobium microchaete,jun/18,83 meses,M,,,,,,,,,,,,,,,,
25,61,Eucalyptus spp.,jun/18,83 meses,A,49.5,,,,,49.5,15.76,,,,,,,,,
25,62,Eucalyptus spp.,jun/18,83 meses,A,55.5,,,,,55.5,17.67,,,,,,,,,
25,63,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
25,64,Eucalyptus spp.,jun/18,83 meses,A,91.5,,,,,91.5,29.13,,,,,,,,,
25,65,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
25,66,Eucalyptus spp.,jun/18,83 meses,A,96,,,,,96,30.56,,,,,,,,,
25,67,Eucalyptus spp.,jun/18,83 meses,A,94,,,,,94,29.92,,,,,,,,,
25,68,Eucalyptus spp.,jun/18,83 meses,A,85,,,,,85,27.06,,,,,,,,,
25,69,Eucalyptus spp.,jun/18,83 meses,A,76.5,,,,,76.5,24.35,,,,,,,,,
25,70,Eucalyptus spp.,jun/18,83 meses,A,84,,,,,84,26.74,,,,,,,,,
25,71,Eucalyptus spp.,jun/18,83 meses,A,62.5,,,,,62.5,19.89,,,,,,,,,
25,72,Eucalyptus spp.,jun/18,83 meses,A,62.5,,,,,62.5,19.89,,,,,,,,,
25,73,Eucalyptus spp.,jun/18,83 meses,A,70.5,,,,,7.5,22.44,,,,,,,,,
25,74,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
25,75,Eucalyptus spp.,jun/18,83 meses,A,73,,,,,73,23.24,,,,,,,,,
25,76,Eucalyptus spp.,jun/18,83 meses,A,52.5,,,,,52.5,16.71,,,,,,,,,
25,77,Eucalyptus spp.,jun/18,83 meses,A,38,,,,,38,12.1,,,,,,,,,
25,78,Eucalyptus spp.,jun/18,83 meses,A,57,,,,,57,18.14,,,,,,,,,
25,79,Eucalyptus spp.,jun/18,83 meses,A,59,,,,,59,18.78,,,,,,,,,
25,80,Eucalyptus spp.,jun/18,83 meses,A,58.5,,,,,58.5,18.62,,,,,,,,,
25,81,Dalbergia nigra,jun/18,83 meses,A,19.5,,,,,19.5,6.21,,,,,,,,,
25,82,Himatanthus articulatus,jun/18,83 meses,A,,,,,,,,,,,,,,,,
25,83,Talisia coriacea,jun/18,83 meses,B,,,,,,,,,,,,,,,,
25,84,Cordia superba,jun/18,83 meses,A,19.5,,,,,19.5,6.21,,,,,,,,,
25,85,Paratecoma peroba,jun/18,83 meses,A,,,,,,,,,,,,,,,,
25,86,Cecropia hololeuca,jun/18,83 meses,A,65,,,,,65,20.69,,,,,,,,,
25,87,Hymenaea courbaril,jun/18,83 meses,M,,,,,,,,,,,,,,,,
25,88,Talisia coriacea,jun/18,83 meses,B,,,,,,,,,,,,,,,,
25,89,Dalbergia nigra,jun/18,83 meses,A,23,,,,,23,7.32,,,,,,,,,
25,90,Byrsonima sericea,jun/18,83 meses,A,15.5,15,,,,3.5,4.93,4.77,,,,,,,,
25,91,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,,,,,
25,92,Himatanthus articulatus,jun/18,83 meses,M,,,,,,,,,,,,,,,,
25,93,Dalbergia nigra,jun/18,83 meses,M,,,,,,,,,,,,,,,,
25,94,Cordia superba,jun/18,83 meses,B,,,,,,,,,,,,,,,,
