plot,treeposition,spp,inventary_date,inventary_month,status,cap1_cm,cap2_cm,cap3_cm,cap4_cm,cap5_cm,soma_cap,dap1_cm,dap2_cm,dap3_cm,dap4_cm,dap5_cm,htotal_m,HCOPA,NS,LO,OBS
3,18,Talisia coriacea,jun/18,83 meses,M,,,,,,,,,,,,,,,,
3,19,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,,,,,
3,20,Byrsonima sericea,jun/18,83 meses,A,16.5,18.5,,,,35,5.25,5.89,,,,,,,,
3,21,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,22,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,23,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,24,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,25,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,26,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,27,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,28,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,29,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,30,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,31,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,32,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,33,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,34,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,35,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,36,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,37,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,38,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,39,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,40,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,41,Centrolobium microchaete,jun/18,83 meses,A,33,,,,,33,10.5,,,,,,,,,
3,42,Lecythis pisonis,jun/18,83 meses,A,,,,,,,,,,,,,,,,
3,43,Mimosa artemisiana,jun/18,83 meses,M,,,,,,,,,,,,,,,,
3,44,Cariniana legalis,jun/18,83 meses,A,33,,,,,33,10.5,,,,,,,,,
3,45,Enterolobium contortisiliquum,jun/18,83 meses,A,43.5,,,,,43.5,13.85,,,,,,,,,
3,46,Peltophorum dubium,jun/18,83 meses,M,,,,,,,,,,,,,,,,
3,47,Pterocarpus rohrii,jun/18,83 meses,M,,,,,,,,,,,,,,,,
3,48,Parkia pendula,jun/18,83 meses,M,,,,,,,,,,,,,,,,
3,49,Cariniana estrelensis,jun/18,83 meses,A,17.5,,,,,17.5,5.57,,,,,,,,,
3,50,Anadenanthera peregrina,jun/18,83 meses,A,30,,,,,3,9.55,,,,,,,,,
3,51,Anadenanthera peregrina,jun/18,83 meses,A,24.5,,,,,24.5,7.8,,,,,,,,,
3,52,Cariniana estrelensis,jun/18,83 meses,A,,,,,,,,,,,,,,,,
3,53,Parkia pendula,jun/18,83 meses,B,,,,,,,,,,,,,,,,
3,54,Pterocarpus rohrii,jun/18,83 meses,A,,,,,,,,,,,,,,,,
3,55,Peltophorum dubium,jun/18,83 meses,M,,,,,,,,,,,,,,,,
3,56,Enterolobium contortisiliquum,jun/18,83 meses,A,26.5,,,,,26.5,8.44,,,,,,,,,
3,57,Cariniana legalis,jun/18,83 meses,A,21.5,,,,,21.5,6.84,,,,,,,,,
3,58,Mimosa artemisiana,jun/18,83 meses,A,46,23.5,,,,69.5,14.64,7.48,,,,,,,,C
3,59,Lecythis pisonis,jun/18,83 meses,A,18,,,,,18,5.73,,,,,,,,,
3,60,Centrolobium microchaete,jun/18,83 meses,A,32,,,,,32,10.19,,,,,,,,,
3,61,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,62,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,63,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,64,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,65,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,66,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,67,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,68,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,69,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,70,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,71,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,72,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,73,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,74,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,75,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,76,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,77,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,78,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,79,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,80,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,81,Dalbergia nigra,jun/18,83 meses,A,28.5,,,,,28.5,9.07,,,,,,,,,
3,82,Himatanthus articulatus,jun/18,83 meses,M,,,,,,,,,,,,,,,,
3,83,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,,,,,
3,84,Cordia superba,jun/18,83 meses,A,22.5,,,,,22.5,7.16,,,,,,,,,
3,85,Paratecoma peroba,jun/18,83 meses,M,,,,,,,,,,,,,,,,
3,86,Cecropia hololeuca,jun/18,83 meses,A,63.5,,,,,63.5,20.21,,,,,,,,,
3,87,Hymenaea courbaril,jun/18,83 meses,A,,,,,,,,,,,,,,,,
3,88,Talisia coriacea,jun/18,83 meses,A,,,,,,,,,,,,,,,,
3,89,Dalbergia nigra,jun/18,83 meses,A,15,,,,,15,4.77,,,,,,,,,
3,90,Byrsonima sericea,jun/18,83 meses,A,,,,,,,,,,,,,,,,
3,91,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,,,,,
3,92,Himatanthus articulatus,jun/18,83 meses,M,,,,,,,,,,,,,,,,
3,93,Dalbergia nigra,jun/18,83 meses,A,22,,,,,22,7,,,,,,,,,
3,94,Cordia superba,jun/18,83 meses,B,,,,,,,,,,,,,,,,
3,95,Myrocarpus frondosus,jun/18,83 meses,M,,,,,,,,,,,,,,,,
3,96,Cecropia hololeuca,jun/18,83 meses,A,16,,,,,16,5.09,,,,,,,,,
3,97,Handroanthus impetiginosus,jun/18,83 meses,A,16,,,,,16,5.09,,,,,,,,,
3,98,Talisia coriacea,jun/18,83 meses,M,,,,,,,,,,,,,,,,
3,99,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,,,,,
3,100,Byrsonima sericea,jun/18,83 meses,M,,,,,,,,,,,,,,,,
3,101,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,102,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,103,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,104,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,105,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,106,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,107,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,108,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,109,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,110,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,111,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,112,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,113,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,114,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,115,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,116,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,117,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,118,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,119,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,120,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
3,121,Centrolobium microchaete,jun/18,83 meses,A,20.5,,,,,2.5,6.53,,,,,,,,,
3,122,Lecythis pisonis,jun/18,83 meses,A,,,,,,,,,,,,,,,,
3,123,Mimosa artemisiana,jun/18,83 meses,A,16.5,,,,,16.5,5.25,,,,,,,,,C
3,124,Cariniana legalis,jun/18,83 meses,A,35,,,,,35,11.14,,,,,,,,,
3,125,Enterolobium contortisiliquum,jun/18,83 meses,A,29,,,,,29,9.23,,,,,,,,,
3,126,Peltophorum dubium,jun/18,83 meses,B,,,,,,,,,,,,,,,,
3,127,Pterocarpus rohrii,jun/18,83 meses,M,,,,,,,,,,,,,,,,
3,128,Parkia pendula,jun/18,83 meses,M,,,,,,,,,,,,,,,,
3,129,Cariniana estrelensis,jun/18,83 meses,A,,,,,,,,,,,,,,,,
3,130,Anadenanthera peregrina,jun/18,83 meses,A,17,,,,,17,5.41,,,,,,,,,
4,1,Dalbergia nigra,jun/18,83 meses,A,,,,,,,,,,,,,,,,
4,2,Himatanthus articulatus,jun/18,83 meses,B,,,,,,,,,,,,,,,,
4,3,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,,,,,
4,4,Cordia myxa,jun/18,83 meses,M,,,,,,,,,,,,,,,,
4,5,Paratecoma peroba,jun/18,83 meses,A,16.5,,,,,16.5,5.25,,,,,,,,,
4,6,Cecropia hololeuca,jun/18,83 meses,B,,,,,,,,,,,,,,,,
4,7,Hymenaea courbaril,jun/18,83 meses,M,,,,,,,,,,,,,,,,
4,8,Talisia coriacea,jun/18,83 meses,A,,,,,,,,,,,,,,,,
4,9,Dalbergia nigra,jun/18,83 meses,B,,,,,,,,,,,,,,,,
4,10,Byrsonima sericea,jun/18,83 meses,A,19.5,21,,,,4.5,6.21,6.68,,,,,,,,
4,11,Anadenanthera peregrina,jun/18,83 meses,A,47,,,,,47,14.96,,,,,,,,,
4,12,Cariniana estrelensis,jun/18,83 meses,A,18.5,,,,,18.5,5.89,,,,,,,,,
4,13,Parkia pendula,jun/18,83 meses,A,29,,,,,29,9.23,,,,,,,,,
4,14,Pterocarpus rohrii,jun/18,83 meses,A,,,,,,,,,,,,,,,,
4,15,Peltophorum dubium,jun/18,83 meses,A,,,,,,,,,,,,,,,,
4,16,Enterolobium contortisiliquum,jun/18,83 meses,A,56,,,,,56,17.83,,,,,,,,,
4,17,Cariniana legalis,jun/18,83 meses,A,26,,,,,26,8.28,,,,,,,,,
4,18,Mimosa artemisiana,jun/18,83 meses,A,39,39,37,46.5,40,21.5,12.41,12.41,11.78,14.8,12.73,,,,,C
4,19,Lecythis pisonis,jun/18,83 meses,A,15.5,,,,,15.5,4.93,,,,,,,,,
4,20,Centrolobium microchaete,jun/18,83 meses,A,36,,,,,36,11.46,,,,,,,,,
4,21,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,22,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
4,23,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,24,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,25,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,26,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,27,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,28,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,29,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,30,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,31,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,32,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,33,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,34,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,35,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,36,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,37,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,38,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,39,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,40,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,41,Byrsonima sericea,jun/18,83 meses,A,21,15,,,,36,6.68,4.77,,,,,,,,
4,42,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,,,,,
4,43,Talisia coriacea,jun/18,83 meses,A,,,,,,,,,,,,,,,,
4,44,Handroanthus impetiginosus,jun/18,83 meses,A,,,,,,,,,,,,,,,,
4,45,Cecropia hololeuca,jun/18,83 meses,M,,,,,,,,,,,,,,,,
4,46,Myrocarpus frondosus,jun/18,83 meses,M,,,,,,,,,,,,,,,,
4,47,Cordia superba,jun/18,83 meses,B,15.5,,,,,15.5,4.93,,,,,,,,,R
4,48,Dalbergia nigra,jun/18,83 meses,A,21.5,,,,,21.5,6.84,,,,,,,,,
4,49,Himatanthus articulatus,jun/18,83 meses,B,,,,,,,,,,,,,,,,
4,50,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,,,,,
4,51,Anadenanthera peregrina,jun/18,83 meses,A,,,,,,,,,,,,,,,,
4,52,Cariniana estrelensis,jun/18,83 meses,A,,,,,,,,,,,,,,,,
4,53,Parkia pendula,jun/18,83 meses,A,,,,,,,,,,,,,,,,
4,54,Pterocarpus rohrii,jun/18,83 meses,M,,,,,,,,,,,,,,,,
4,55,Peltophorum dubium,jun/18,83 meses,M,,,,,,,,,,,,,,,,
4,56,Enterolobium contortisiliquum,jun/18,83 meses,A,22.5,,,,,22.5,7.16,,,,,,,,,
4,57,Cariniana legalis,jun/18,83 meses,A,34.5,,,,,34.5,10.98,,,,,,,,,
4,58,Mimosa artemisiana,jun/18,83 meses,M,,,,,,,,,,,,,,,,
4,59,Lecythis pisonis,jun/18,83 meses,A,,,,,,,,,,,,,,,,
4,60,Centrolobium microchaete,jun/18,83 meses,A,34,,,,,34,10.82,,,,,,,,,
4,61,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,62,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,63,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,64,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,65,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,66,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,67,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,68,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,69,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
4,70,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
4,71,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,72,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,73,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,74,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,75,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,76,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,77,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,78,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,79,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
4,80,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
4,81,Dalbergia nigra,jun/18,83 meses,A,,,,,,,,,,,,,,,,
4,82,Himatanthus articulatus,jun/18,83 meses,A,,,,,,,,,,,,,,,,
4,83,Caesalpinia echinata,jun/18,83 meses,B,,,,,,,,,,,,,,,,
4,84,Cordia superba,jun/18,83 meses,A,,,,,,,,,,,,,,,,
4,85,Paratecoma peroba,jun/18,83 meses,A,20,,,,,2,6.37,,,,,,,,,
4,86,Cecropia hololeuca,jun/18,83 meses,A,27.5,,,,,27.5,8.75,,,,,,,,,
4,87,Hymenaea courbaril,jun/18,83 meses,A,,,,,,,,,,,,,,,,C
4,88,Talisia coriacea,jun/18,83 meses,A,,,,,,,,,,,,,,,,
4,89,Dalbergia nigra,jun/18,83 meses,A,,,,,,,,,,,,,,,,
4,90,Byrsonima sericea,jun/18,83 meses,A,,,,,,,,,,,,,,,,
4,91,Anadenanthera peregrina,jun/18,83 meses,A,,,,,,,,,,,,,,,,
4,92,Cariniana estrelensis,jun/18,83 meses,A,16,,,,,16,5.09,,,,,,,,,
4,93,Parkia pendula,jun/18,83 meses,M,,,,,,,,,,,,,,,,
4,94,Pterocarpus rohrii,jun/18,83 meses,B,,,,,,,,,,,,,,,,
4,95,Peltophorum dubium,jun/18,83 meses,M,,,,,,,,,,,,,,,,
4,96,Enterolobium contortisiliquum,jun/18,83 meses,A,32.5,32,47.5,,,112,10.35,10.19,15.12,,,,,,,
4,97,Cariniana legalis,jun/18,83 meses,A,22.5,,,,,22.5,7.16,,,,,,,,,
4,98,Mimosa artemisiana,jun/18,83 meses,A,40,37.5,31,,,18.5,12.73,11.94,9.87,,,,,,,C
4,99,Lecythis pisonis,jun/18,83 meses,A,,,,,,,,,,,,,,,,
4,100,Centrolobium microchaete,jun/18,83 meses,A,36,,,,,36,11.46,,,,,,,,,
4,101,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,102,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,103,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,104,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,105,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,106,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,107,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,108,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,109,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,110,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,111,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,112,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,113,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,114,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,115,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,116,Eucalyptus spp.,jun/18,83 meses,M,,,,,,,,,,,,,,,,
4,117,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,118,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,119,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,120,Eucalyptus spp.,jun/18,83 meses,C,,,,,,,,,,,,,,,,
4,121,Byrsonima sericea,jun/18,83 meses,A,23.5,,,,,23.5,7.48,,,,,,,,,
4,122,Caesalpinia echinata,jun/18,83 meses,M,,,,,,,,,,,,,,,,
4,123,Talisia coriacea,jun/18,83 meses,B,,,,,,,,,,,,,,,,
4,124,Handroanthus impetiginosus,jun/18,83 meses,A,15.5,,,,,15.5,4.93,,,,,,,,,
4,125,Cecropia hololeuca,jun/18,83 meses,A,42,,,,,42,13.37,,,,,,,,,
4,126,Myrocarpus frondosus,jun/18,83 meses,M,,,,,,,,,,,,,,,,
4,127,Cordia superba,jun/18,83 meses,B,,,,,,,,,,,,,,,,
4,128,Dalbergia nigra,jun/18,83 meses,A,24.5,29,,,,53.5,7.8,9.23,,,,,,,,
4,129,Himatanthus articulatus,jun/18,83 meses,A,16.5,,,,,16.5,5.25,,,,,,,,,
4,130,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,,,,,
5,1,Dalbergia nigra,jun/18,83 meses,M,,,,,,,,,,,,,,,,
5,2,Himatanthus articulatus,jun/18,83 meses,M,,,,,,,,,,,,,,,,
5,3,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,5,3,4,3.5,
5,4,Cordia superba,jun/18,83 meses,M,,,,,,,,,,,,,,,,
5,5,Paratecoma peroba,jun/18,83 meses,A,23.5,,,,,23.5,7.48,,,,,6,4,4,4.5,
5,6,Cecropia hololeuca,jun/18,83 meses,A,40,,,,,4,12.73,,,,,9,8,5,5,
5,7,Hymenaea courbaril,jun/18,83 meses,A,15.5,,,,,15.5,4.93,,,,,4.5,3.5,5,3.5,
5,8,Talisia coriacea,jun/18,83 meses,B,,,,,,,,,,,,1.3,0.5,1,1,
5,9,Dalbergia nigra,jun/18,83 meses,A,18.5,,,,,18.5,5.89,,,,,6.2,3,4,4,
5,10,Byrsonima sericea,jun/18,83 meses,B,,,,,,,,,,,,1.3,0.3,1,1,
5,11,Joannesia princeps,jun/18,83 meses,A,67.5,,,,,67.5,21.49,,,,,13,9,8,8,
5,12,Sparattosperma leucanthum,jun/18,83 meses,A,40,,,,,4,12.73,,,,,10,6,10,10,
5,13,Senna macranthera,jun/18,83 meses,A,56,53.5,,,,19.5,17.83,17.03,,,,11,9,12,7.5,
5,14,Inga laurina,jun/18,83 meses,A,,,,,,,,,,,,5,1,3.5,3,
5,15,Aegiphila sellowiana,jun/18,83 meses,A,21.5,,,,,21.5,6.84,,,,,6.5,4,4,2.5,
5,16,Spondias venulosa,jun/18,83 meses,A,41,,,,,41,13.05,,,,,9,8,7,4,
5,17,Inga edulis,jun/18,83 meses,A,41,,,,,41,13.05,,,,,10.5,9,9,7,
5,18,Citharexylum myrianthum,jun/18,83 meses,A,36,,,,,36,11.46,,,,,9,8.8,3,7,
5,19,Tapirira guianensis,jun/18,83 meses,A,41.5,42.5,,,,84,13.21,13.53,,,,10,8,10,10,
5,20,Annona neosericea,jun/18,83 meses,A,18.5,16.5,,,,35,5.89,5.25,,,,6.5,3.5,5,6,
5,21,Centrolobium microchaete,jun/18,83 meses,A,31,,,,,31,9.87,,,,,10.5,9,4,5,
5,22,Lecythis pisonis,jun/18,83 meses,A,,,,,,,,,,,,2.8,2,3.5,4.5,
5,23,Mimosa artemisiana,jun/18,83 meses,A,65,50,,,,115,20.69,15.92,,,,13,10,12,15,
5,24,Cariniana legalis,jun/18,83 meses,A,36,,,,,36,11.46,,,,,10,2,6,6,
5,25,Enterolobium contortisiliquum,jun/18,83 meses,A,20,45,,,,65,6.37,14.32,,,,7,6.8,7,4,
5,26,Peltophorum dubium,jun/18,83 meses,A,20,,,,,2,6.37,,,,,7.5,7.3,8,5,
5,27,Pterocarpus rohrii,jun/18,83 meses,A,,,,,,,,,,,,3.2,3,3,8,
5,28,Parkia pendula,jun/18,83 meses,A,23,,,,,23,7.32,,,,,4.5,3.8,2.5,2.5,
5,29,Cariniana estrelensis,jun/18,83 meses,A,,,,,,,,,,,,4.2,2,2,3,
5,30,Anadenanthera peregrina,jun/18,83 meses,A,,,,,,,,,,,,4.5,2,5,4.5,
5,31,Joannesia princeps,jun/18,83 meses,A,66.5,,,,,66.5,21.17,,,,,12,9,12,5,
5,32,Sparattosperma leucanthum,jun/18,83 meses,A,44,,,,,44,14.01,,,,,9,4,7,11,
5,33,Senna macranthera,jun/18,83 meses,M,,,,,,,,,,,,,,,,
5,34,Inga laurina,jun/18,83 meses,A,18.5,20,,,,38.5,5.89,6.37,,,,6,1.5,6.5,6.5,
5,35,Aegiphila sellowiana,jun/18,83 meses,B,20,,,,,2,6.37,,,,,5,4.8,1,1,
5,36,Spondias venulosa,jun/18,83 meses,A,78.5,,,,,78.5,24.99,,,,,13,10,11,10,
5,37,Inga edulis,jun/18,83 meses,A,51,,,,,51,16.23,,,,,10,8.5,7,10,
5,38,Citharexylum myrianthum,jun/18,83 meses,B,16.5,,,,,16.5,5.25,,,,,6,5.5,1.5,1.5,
5,39,Tapirira guianensis,jun/18,83 meses,A,32.5,,,,,32.5,10.35,,,,,8,3,5.5,7,
5,40,Annona neosericea,jun/18,83 meses,A,25.5,,,,,25.5,8.12,,,,,7.5,2.5,2.5,3.5,
5,41,Byrsonima sericea,jun/18,83 meses,B,,,,,,,,,,,,2.5,2.2,2,2,
5,42,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,2.5,1.3,4,3.5,
5,43,Talisia coriacea,jun/18,83 meses,B,,,,,,,,,,,,1.8,0.3,1,1,
5,44,Handroanthus impetiginosus,jun/18,83 meses,B,18,,,,,18,5.73,,,,,2.8,2.5,0.5,0.5,
5,45,Cecropia hololeuca,jun/18,83 meses,A,48,,,,,48,15.28,,,,,13,12,9,12,
5,46,Myrocarpus frondosus,jun/18,83 meses,B,,,,,,,,,,,,0.5,0.2,0.2,0.2,
5,47,Cordia superba,jun/18,83 meses,A,38.5,15.5,,,,54,12.25,4.93,,,,9,4,5,4,
5,48,Dalbergia nigra,jun/18,83 meses,A,,,,,,,,,,,,2.8,2.5,1.5,1.5,
5,49,Himatanthus articulatus,jun/18,83 meses,M,,,,,,,,,,,,,,,,
5,50,Caesalpinia echinata,jun/18,83 meses,A,15.5,,,,,15.5,4.93,,,,,5,1.8,6.5,4.5,
5,51,Joannesia princeps,jun/18,83 meses,A,71,,,,,71,22.6,,,,,12.5,10,11,10,
5,52,Sparattosperma leucanthum,jun/18,83 meses,A,28.5,,,,,28.5,9.07,,,,,7,4.5,7.5,8,
5,53,Senna macranthera,jun/18,83 meses,B,34,,,,,34,10.82,,,,,3.5,0.5,8,7,R/T
5,54,Inga laurina,jun/18,83 meses,A,15,,,,,15,4.77,,,,,4.5,0.8,4,4,
5,55,Aegiphila sellowiana,jun/18,83 meses,B,,,,,,,,,,,,5,4.8,0.5,0.5,
5,56,Spondias venulosa,jun/18,83 meses,A,70.5,,,,,7.5,22.44,,,,,11,9.5,12,8,
5,57,Inga edulis,jun/18,83 meses,A,,,,,,,,,,,,3.5,3.2,5,2,
