plot,treeposition,nome cientifico,Inventário (data),Inventário (meses),status,cap1_cm,cap2_cm,cap3_cm,cap4_cm,cap5_cm,soma_cap,dap1_cm,dap2_cm,dap3_cm,dap4_cm,dap5_cm,htotal_m,OBS
20,44,Newtonia spp.,jun/18,83 meses,A,23.5,,,,,23.5,7.48,,,,,9,
20,45,Pterocarpus rohrii,jun/18,83 meses,M,,,,,,,,,,,,,
20,46,Mimosa artemisiana,jun/18,83 meses,A,38,30.5,33,33,22,123.5,12.10,9.71,10.50,10.50,7.00,11,
20,47,Cariniana estrelensis,jun/18,83 meses,M,,,,,,,,,,,,,
20,48,Parkia pendula,jun/18,83 meses,M,,,,,,,,,,,,,
20,49,Cariniana legalis,jun/18,83 meses,M,,,,,,,,,,,,,
20,50,Peltophorum dubium ,jun/18,83 meses,A,18.5,21.5,15,,,55,5.89,6.84,4.77,,,12,
20,51,Anadenanthera peregrina ,jun/18,83 meses,A,82.5,,,,,82.5,26.26,,,,,13,
20,52,Pterogyne nitens,jun/18,83 meses,A,16,,,,,16,5.09,,,,,7,
20,53,Lecythis pisonis,jun/18,83 meses,M,,,,,,,,,,,,,
20,54,Newtonia spp.,jun/18,83 meses,A,,,,,,,,,,,,2.8,
20,55,Pterocarpus rohrii,jun/18,83 meses,M,,,,,,,,,,,,,
20,56,Mimosa artemisiana,jun/18,83 meses,A,60.5,45,61,46.5,31,197.5,19.26,14.32,19.42,14.80,9.87,12.5,C
20,57,Cariniana estrelensis,jun/18,83 meses,M,,,,,,,,,,,,,
20,58,Parkia pendula,jun/18,83 meses,M,,,,,,,,,,,,,
20,59,Cariniana legalis,jun/18,83 meses,M,,,,,,,,,,,,,
20,60,Peltophorum dubium ,jun/18,83 meses,A,32,,,,,32,10.19,,,,,12,
20,61,Inga edulis,jun/18,83 meses,A,24.5,24.5,29,44.5,18,96,7.80,7.80,9.23,14.16,5.73,8,C
20,62,Joannesia princeps,jun/18,83 meses,A,47.5,,,,,47.5,15.12,,,,,15,
20,63,Cupania sp.,jun/18,83 meses,A,,,,,,,,,,,,3.5,
20,64,Tapirira guianensis,jun/18,83 meses,M,,,,,,,,,,,,,
20,65,Aegiphila sellowiana,jun/18,83 meses,M,,,,,,,,,,,,,
20,66,Inga laurina,jun/18,83 meses,A,,,,,,,,,,,,3,
20,67,Enterolobium contortisiliquum,jun/18,83 meses,A,22,26.5,37,,,85.5,7.00,8.44,11.78,,,8.5,C
20,68,Senna macranthera,jun/18,83 meses,A,42,28,,,,7,13.37,8.91,,,,11,
20,69,Citharexylum myrianthum,jun/18,83 meses,A,,,,,,,,,,,,4.2,
20,70,Sparattosperma leucanthum,jun/18,83 meses,M,,,,,,,,,,,,,
20,71,Inga edulis,jun/18,83 meses,A,15,15,15.5,,,45.5,4.77,4.77,4.93,,,3.2,
20,72,Joannesia princeps,jun/18,83 meses,M,,,,,,,,,,,,,
20,73,Cupania sp.,jun/18,83 meses,M,,,,,,,,,,,,,
20,74,Tapirira guianensis,jun/18,83 meses,A,21.5,,,,,21.5,6.84,,,,,7.5,
20,75,Aegiphila sellowiana,jun/18,83 meses,M,,,,,,,,,,,,,
20,76,Inga laurina,jun/18,83 meses,A,21,22.5,16.5,,,6,6.68,7.16,5.25,,,6,C
20,77,Enterolobium contortisiliquum,jun/18,83 meses,M,,,,,,,,,,,,,
20,78,Senna macranthera,jun/18,83 meses,A,52,64.4,,,,116.4,16.55,20.50,,,,12,
20,79,Citharexylum myrianthum,jun/18,83 meses,A,,,,,,,,,,,,2.8,
20,80,Sparattosperma leucanthum,jun/18,83 meses,M,,,,,,,,,,,,,
20,81,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,3.2,
20,82,Trema micrantha,jun/18,83 meses,M,,,,,,,,,,,,,
20,83,Cedrela fissilis,jun/18,83 meses,B,24.5,,,,,24.5,7.80,,,,,8.5,R
20,84,Cecropia hololeuca,jun/18,83 meses,M,,,,,,,,,,,,,
20,85,Tabebuia heptaphylla,jun/18,83 meses,M,,,,,,,,,,,,,
20,86,Eugenia uniflora,jun/18,83 meses,B,,,,,,,,,,,,0.2,
20,87,Paratecoma peroba,jun/18,83 meses,M,,,,,,,,,,,,,
20,88,Himatanthus articulatus,jun/18,83 meses,A,22.5,,,,,22.5,7.16,,,,,4.5,
20,89,Hymenaea courbaril,jun/18,83 meses,M,,,,,,,,,,,,,
20,90,Acnistus arborescens,jun/18,83 meses,M,,,,,,,,,,,,,
20,91,Zeyheria tuberculosa,jun/18,83 meses,A,30.5,,,,,3.5,9.71,,,,,10.5,
20,92,Schinus terenbitifolius,jun/18,83 meses,A,16.5,,,,,16.5,5.25,,,,,4.2,
20,93,Plathymenia foliolosa,jun/18,83 meses,A,46,34,,,,8,14.64,10.82,,,,11,
20,94,Spondias spp.,jun/18,83 meses,A,26.5,,,,,26.5,8.44,,,,,8,C
20,95,Melanoxylon brauna,jun/18,83 meses,A,,,,,,,,,,,,2.2,
20,96,Byrsonima spp.,jun/18,83 meses,A,,,,,,,,,,,,2.5,
20,97,Myrocarpus frondosus,jun/18,83 meses,A,,,,,,,,,,,,2.2,
20,98,Psidium sp.,jun/18,83 meses,B,,,,,,,,,,,,2,
20,99,Dalbergia nigra,jun/18,83 meses,M,,,,,,,,,,,,,
20,100,Senna multijuga,jun/18,83 meses,A,20.5,26,20.5,,,67,6.53,8.28,6.53,,,7.5,C
20,101,Inga edulis,jun/18,83 meses,A,25.5,17,26.5,31,21,9,8.12,5.41,8.44,9.87,6.68,7,
20,102,Joannesia princeps,jun/18,83 meses,A,49.5,38.5,,,,88,15.76,12.25,,,,9.5,
20,103,Cupania sp.,jun/18,83 meses,M,,,,,,,,,,,,,
20,104,Tapirira guianensis,jun/18,83 meses,A,30.5,,,,,3.5,9.71,,,,,9.5,
20,105,Aegiphila sellowiana,jun/18,83 meses,M,,,,,,,,,,,,,
20,106,Inga laurina,jun/18,83 meses,M,,,,,,,,,,,,,
20,107,Enterolobium contortisiliquum,jun/18,83 meses,A,32,,,,,32,10.19,,,,,6,
20,108,Senna macranthera,jun/18,83 meses,A,25.5,31.5,30.5,31,15,12.5,8.12,10.03,9.71,9.87,4.77,11,
20,109,Citharexylum myrianthum,jun/18,83 meses,B,,,,,,,,,,,,0.1,
20,110,Sparattosperma leucanthum,jun/18,83 meses,A,41.5,,,,,41.5,13.21,,,,,11,
20,111,Inga edulis,jun/18,83 meses,M,,,,,,,,,,,,,
20,112,Joannesia princeps,jun/18,83 meses,A,59,29.5,,,,88.5,18.78,9.39,,,,12.5,
20,113,Cupania sp.,jun/18,83 meses,A,,,,,,,,,,,,0.4,R
20,114,Tapirira guianensis,jun/18,83 meses,A,29,35.5,,,,64.5,9.23,11.30,,,,7,
20,115,Aegiphila sellowiana,jun/18,83 meses,M,,,,,,,,,,,,,
20,116,Inga laurina,jun/18,83 meses,A,,,,,,,,,,,,2.8,
20,117,Enterolobium contortisiliquum,jun/18,83 meses,B,,,,,,,,,,,,2,
20,118,Senna macranthera,jun/18,83 meses,A,36,47,39,33,,122,11.46,14.96,12.41,10.50,,11,C
20,119,Citharexylum myrianthum,jun/18,83 meses,A,15.5,,,,,15.5,4.93,,,,,4,
20,120,Sparattosperma leucanthum,jun/18,83 meses,A,,,,,,,,,,,,3.2,
21,1,Caesalpinia echinata,jun/18,83 meses,A,24,,,,,24,7.64,,,,,4.5,
21,2,Trema micrantha,jun/18,83 meses,M,,,,,,,,,,,,,
21,3,Cedrela fissilis,jun/18,83 meses,A,16.5,,,,,16.5,5.25,,,,,4.5,
21,4,Cecropia hololeuca,jun/18,83 meses,M,,,,,,,,,,,,,
21,5,Tabebuia heptaphylla,jun/18,83 meses,M,,,,,,,,,,,,,
21,6,Eugenia uniflora,jun/18,83 meses,B,,,,,,,,,,,,1,
21,7,Paratecoma peroba,jun/18,83 meses,M,,,,,,,,,,,,,
21,8,Himatanthus articulatus,jun/18,83 meses,M,,,,,,,,,,,,,
21,9,Hymenaea courbaril,jun/18,83 meses,B,,,,,,,,,,,,0.6,
21,10,Acnistus arborescens,jun/18,83 meses,M,,,,,,,,,,,,,
21,11,Zeyheria tuberculosa,jun/18,83 meses,A,,,,,,,,,,,,3,
21,12,Schinus terenbitifolius,jun/18,83 meses,A,,,,,,,,,,,,2.8,
21,13,Plathymenia foliolosa,jun/18,83 meses,A,39,,,,,39,12.41,,,,,6,
21,14,Spondias spp.,jun/18,83 meses,A,27,,,,,27,8.59,,,,,5,
21,15,Melanoxylon brauna,jun/18,83 meses,B,,,,,,,,,,,,1.3,
21,16,Byrsonima spp.,jun/18,83 meses,A,,,,,,,,,,,,2,
21,17,Myrocarpus frondosus,jun/18,83 meses,M,,,,,,,,,,,,,
21,18,Psidium sp.,jun/18,83 meses,B,,,,,,,,,,,,1.2,
21,19,Dalbergia nigra,jun/18,83 meses,A,41,30.5,,,,71.5,13.05,9.71,,,,10,C
21,20,Senna multijuga,jun/18,83 meses,A,26.5,43.5,18.5,37.5,24,112.5,8.44,13.85,5.89,11.94,7.64,8,
21,21,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,22,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,23,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,24,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,25,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,26,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,27,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,28,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,29,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,30,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,31,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,32,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,33,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,34,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,35,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,36,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,37,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,38,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,39,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,40,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,41,Anadenanthera peregrina ,jun/18,83 meses,A,58,62,,,,12,18.46,19.74,,,,12,
21,42,Pterogyne nitens,jun/18,83 meses,A,,,,,,,,,,,,4,
21,43,Lecythis pisonis,jun/18,83 meses,M,,,,,,,,,,,,,
21,44,Newtonia spp.,jun/18,83 meses,M,,,,,,,,,,,,,
21,45,Pterocarpus rohrii,jun/18,83 meses,A,,,,,,,,,,,,1.9,
21,46,Mimosa artemisiana,jun/18,83 meses,A,57,51.5,45.5,38,16.5,17.5,18.14,16.39,14.48,12.10,5.25,11.5,C
21,47,Cariniana estrelensis,jun/18,83 meses,M,,,,,,,,,,,,,
21,48,Parkia pendula,jun/18,83 meses,M,,,,,,,,,,,,,
21,49,Cariniana legalis,jun/18,83 meses,M,,,,,,,,,,,,,
21,50,Peltophorum dubium ,jun/18,83 meses,A,25,34,,,,59,7.96,10.82,,,,8.5,
21,51,Anadenanthera peregrina ,jun/18,83 meses,A,67.5,,,,,67.5,21.49,,,,,11.5,
21,52,Pterogyne nitens,jun/18,83 meses,A,17,,,,,17,5.41,,,,,5.5,
21,53,Lecythis pisonis,jun/18,83 meses,M,,,,,,,,,,,,,
21,54,Newtonia spp.,jun/18,83 meses,A,33,19.5,46,24,,98.5,10.50,6.21,14.64,7.64,,9.5,
21,55,Pterocarpus rohrii,jun/18,83 meses,B,,,,,,,,,,,,0.7,
21,56,Mimosa artemisiana,jun/18,83 meses,A,36,38.5,31,35,51.5,157,11.46,12.25,9.87,11.14,16.39,10.5,C
21,57,Cariniana estrelensis,jun/18,83 meses,M,,,,,,,,,,,,,
21,58,Parkia pendula,jun/18,83 meses,A,26.5,,,,,26.5,8.44,,,,,6.5,
21,59,Cariniana legalis,jun/18,83 meses,M,,,,,,,,,,,,,
21,60,Peltophorum dubium ,jun/18,83 meses,A,29,,,,,29,9.23,,,,,6.5,
21,61,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,62,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,63,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,64,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,65,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,66,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,67,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,68,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,69,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,70,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,71,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,72,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,73,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,74,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,75,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,76,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,77,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,78,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,79,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,80,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,81,Caesalpinia echinata,jun/18,83 meses,A,,,,,,,,,,,,3.5,
21,82,Trema micrantha,jun/18,83 meses,M,,,,,,,,,,,,,
21,83,Cedrela fissilis,jun/18,83 meses,M,,,,,,,,,,,,,
21,84,Cecropia hololeuca,jun/18,83 meses,A,27,,,,,27,8.59,,,,,7,C
21,85,Tabebuia heptaphylla,jun/18,83 meses,B,,,,,,,,,,,,0.4,
21,86,Eugenia uniflora,jun/18,83 meses,B,,,,,,,,,,,,1.5,
21,87,Paratecoma peroba,jun/18,83 meses,M,,,,,,,,,,,,,
21,88,Himatanthus articulatus,jun/18,83 meses,B,,,,,,,,,,,,2.2,
21,89,Hymenaea courbaril,jun/18,83 meses,A,,,,,,,,,,,,3,
21,90,Acnistus arborescens,jun/18,83 meses,M,,,,,,,,,,,,,
21,91,Zeyheria tuberculosa,jun/18,83 meses,A,21.5,,,,,21.5,6.84,,,,,4.5,
21,92,Schinus terenbitifolius,jun/18,83 meses,A,23,17,,,,4,7.32,5.41,,,,4,
21,93,Plathymenia foliolosa,jun/18,83 meses,M,,,,,,,,,,,,,
21,94,Spondias spp.,jun/18,83 meses,A,24.5,,,,,24.5,7.80,,,,,4.5,
21,95,Melanoxylon brauna,jun/18,83 meses,M,,,,,,,,,,,,,
21,96,Byrsonima spp.,jun/18,83 meses,A,,,,,,,,,,,,3,
21,97,Myrocarpus frondosus,jun/18,83 meses,A,20.5,,,,,2.5,6.53,,,,,4.2,C
21,98,Psidium sp.,jun/18,83 meses,M,,,,,,,,,,,,,
21,99,Dalbergia nigra,jun/18,83 meses,M,,,,,,,,,,,,,
21,100,Senna multijuga,jun/18,83 meses,A,34,23,,,,57,10.82,7.32,,,,5,C
21,101,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,102,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,103,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,104,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,105,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,106,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,107,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,108,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,109,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,110,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,111,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,112,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,113,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,114,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,115,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,116,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,117,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,118,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,119,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
21,120,Eucalyptus spp.,jun/18,83 meses,A,,,,,,,,,,,,,
22,1,Psidium sp.,jun/18,83 meses,M,,,,,,,,,,,,,
22,2,Cecropia hololeuca,jun/18,83 meses,M,,,,,,,,,,,,,
22,3,Plathymenia foliolosa,jun/18,83 meses,A,49,28,,,,77,15.60,8.91,,,,9,C
22,4,Trema micrantha,jun/18,83 meses,M,,,,,,,,,,,,,
22,5,Lecythis pisonis,jun/18,83 meses,A,,,,,,,,,,,,2.8,
22,6,Citharexylum myrianthum,jun/18,83 meses,M,,,,,,,,,,,,,
22,7,Cariniana legalis,jun/18,83 meses,M,,,,,,,,,,,,,
22,8,Peltophorum dubium ,jun/18,83 meses,A,38.5,,,,,38.5,12.25,,,,,8.5,
22,9,Cedrela fissilis,jun/18,83 meses,M,,,,,,,,,,,,,
22,10,Byrsonima spp.,jun/18,83 meses,A,,,,,,,,,,,,2,
22,11,Cariniana estrelensis,jun/18,83 meses,M,,,,,,,,,,,,,
22,12,Sparattosperma leucanthum,jun/18,83 meses,M,,,,,,,,,,,,,
22,13,Caesalpinia echinata,jun/18,83 meses,A,23,20,,,,43,7.32,6.37,,,,5.5,C
22,14,Inga laurina,jun/18,83 meses,A,26.5,34.5,23,26.5,,84,8.44,10.98,7.32,8.44,,5.8,
22,15,Hymenaea courbaril,jun/18,83 meses,M,,,,,,,,,,,,,
22,16,Tapirira guianensis,jun/18,83 meses,A,28.5,31.5,,,,6,9.07,10.03,,,,7,
22,17,Myrocarpus frondosus,jun/18,83 meses,A,,,,,,,,,,,,1.4,
22,18,Senna multijuga,jun/18,83 meses,A,49.5,36.5,30.5,47,43.5,16,15.76,11.62,9.71,14.96,13.85,11,
22,19,Tabebuia heptaphylla,jun/18,83 meses,B,,,,,,,,,,,,1.1,
22,20,Joannesia princeps,jun/18,83 meses,A,26,28,,,,54,8.28,8.91,,,,7,
22,21,Schinus terenbitifolius,jun/18,83 meses,A,16.5,15.5,,,,32,5.25,4.93,,,,5,
22,22,Pterogyne nitens,jun/18,83 meses,A,,,,,,,,,,,,3,
22,23,Spondias spp.,jun/18,83 meses,A,19,17.5,15,,,51.5,6.05,5.57,4.77,,,5,
22,24,Mimosa artemisiana,jun/18,83 meses,A,36,51.5,37,41,,124.5,11.46,16.39,11.78,13.05,,13,
22,25,Zeyheria tuberculosa,jun/18,83 meses,A,19,,,,,19,6.05,,,,,5,
22,26,Paratecoma peroba,jun/18,83 meses,M,,,,,,,,,,,,,
22,27,Newtonia spp.,jun/18,83 meses,B,,,,,,,,,,,,2.2,
22,28,Dalbergia nigra,jun/18,83 meses,M,,,,,,,,,,,,,
22,29,Joannesia princeps,jun/18,83 meses,A,40,,,,,4,12.73,,,,,9,
22,30,Pterocarpus rohrii,jun/18,83 meses,M,,,,,,,,,,,,,
22,31,Senna macranthera,jun/18,83 meses,A,36.5,30.5,33,,,1,11.62,9.71,10.50,,,8.5,C
22,32,Paratecoma peroba,jun/18,83 meses,M,,,,,,,,,,,,,
22,33,Joannesia princeps,jun/18,83 meses,A,32,23.5,41,,,96.5,10.19,7.48,13.05,,,8.2,C
22,34,Tabebuia heptaphylla,jun/18,83 meses,B,,,,,,,,,,,,1.9,
22,35,Senna multijuga,jun/18,83 meses,A,35,26,27,29,60.5,148.5,11.14,8.28,8.59,9.23,19.26,9,C
22,36,Myrocarpus frondosus,jun/18,83 meses,B,,,,,,,,,,,,1.6,
22,37,Tapirira guianensis,jun/18,83 meses,A,19,,,,,19,6.05,,,,,5,
22,38,Hymenaea courbaril,jun/18,83 meses,M,,,,,,,,,,,,,
22,39,Inga edulis,jun/18,83 meses,A,25.5,20,18.5,31.5,17.5,81.5,8.12,6.37,5.89,10.03,5.57,7,C
22,40,Caesalpinia echinata,jun/18,83 meses,A,24,,,,,24,7.64,,,,,4.8,
22,41,Dalbergia nigra,jun/18,83 meses,M,,,,,,,,,,,,,
22,42,Newtonia spp.,jun/18,83 meses,M,,,,,,,,,,,,,
22,43,Parkia pendula,jun/18,83 meses,M,,,,,,,,,,,,,
22,44,Zeyheria tuberculosa,jun/18,83 meses,M,,,,,,,,,,,,,
22,45,Mimosa artemisiana,jun/18,83 meses,A,41,38.5,54.5,,,134,13.05,12.25,17.35,,,11.5,C
22,46,Spondias spp.,jun/18,83 meses,A,16.5,,,,,16.5,5.25,,,,,4.2,
22,47,Pterogyne nitens,jun/18,83 meses,A,15.5,,,,,15.5,4.93,,,,,4.5,
22,48,Schinus terenbitifolius,jun/18,83 meses,A,,,,,,,,,,,,4,
22,49,Enterolobium contortisiliquum,jun/18,83 meses,M,,,,,,,,,,,,,
22,50,Cupania sp.,jun/18,83 meses,B,,,,,,,,,,,,2,
22,51,Anadenanthera peregrina ,jun/18,83 meses,A,49,87,,,,136,15.60,27.69,,,,12,
22,52,Eugenia uniflora,jun/18,83 meses,B,,,,,,,,,,,,0.7,TOMBADA
22,53,Psidium sp.,jun/18,83 meses,M,,,,,,,,,,,,,
22,54,Cecropia hololeuca,jun/18,83 meses,M,,,,,,,,,,,,,
22,55,Plathymenia foliolosa,jun/18,83 meses,A,47,49,,,,96,14.96,15.60,,,,7.5,C
22,56,Trema micrantha,jun/18,83 meses,M,,,,,,,,,,,,,
22,57,Lecythis pisonis,jun/18,83 meses,A,,,,,,,,,,,,1.9,
22,58,Citharexylum myrianthum,jun/18,83 meses,M,,,,,,,,,,,,,
22,59,Cariniana legalis,jun/18,83 meses,M,,,,,,,,,,,,,
22,60,Peltophorum dubium ,jun/18,83 meses,A,38.5,,,,,38.5,12.25,,,,,9,
22,61,Psidium sp.,jun/18,83 meses,M,,,,,,,,,,,,,
22,62,Cecropia hololeuca,jun/18,83 meses,A,24,,,,,24,7.64,,,,,13,C
22,63,Plathymenia foliolosa,jun/18,83 meses,A,18.5,,,,,18.5,5.89,,,,,4,
22,64,Trema micrantha,jun/18,83 meses,B,20.5,17.5,,,,38,6.53,5.57,,,,3.5,C
22,65,Lecythis pisonis,jun/18,83 meses,B,,,,,,,,,,,,1.9,
22,66,Citharexylum myrianthum,jun/18,83 meses,M,,,,,,,,,,,,,
22,67,Cariniana legalis,jun/18,83 meses,M,,,,,,,,,,,,,
22,68,Peltophorum dubium ,jun/18,83 meses,A,36,,,,,36,11.46,,,,,8,
22,69,Cedrela fissilis,jun/18,83 meses,M,,,,,,,,,,,,,
22,70,Byrsonima spp.,jun/18,83 meses,B,,,,,,,,,,,,1.5,
22,71,Cariniana estrelensis,jun/18,83 meses,M,,,,,,,,,,,,,
22,72,Sparattosperma leucanthum,jun/18,83 meses,M,,,,,,,,,,,,,
22,73,Caesalpinia echinata,jun/18,83 meses,A,17,,,,,17,5.41,,,,,4.2,
22,74,Inga laurina,jun/18,83 meses,M,,,,,,,,,,,,,
22,75,Hymenaea courbaril,jun/18,83 meses,A,,,,,,,,,,,,3,
22,76,Tapirira guianensis,jun/18,83 meses,A,22.5,,,,,22.5,7.16,,,,,5,
22,77,Myrocarpus frondosus,jun/18,83 meses,A,,,,,,,,,,,,1.9,
22,78,Senna multijuga,jun/18,83 meses,A,51,39.5,21.5,32,29.5,141.5,16.23,12.57,6.84,10.19,9.39,9,
22,79,Tabebuia heptaphylla,jun/18,83 meses,B,,,,,,,,,,,,0.4,
22,80,Joannesia princeps,jun/18,83 meses,A,37.5,41,37.5,40,,116,11.94,13.05,11.94,12.73,,9.5,
22,81,Schinus terenbitifolius,jun/18,83 meses,A,18,16.5,,,,34.5,5.73,5.25,,,,3.5,
22,82,Pterogyne nitens,jun/18,83 meses,A,19.5,,,,,19.5,6.21,,,,,2.8,
22,83,Spondias spp.,jun/18,83 meses,A,33.5,,,,,33.5,10.66,,,,,8,
22,84,Mimosa artemisiana,jun/18,83 meses,A,41.5,44,17.5,28.5,42.5,145.5,13.21,14.01,5.57,9.07,13.53,7.5,C
22,85,Zeyheria tuberculosa,jun/18,83 meses,M,,,,,,,,,,,,,
22,86,Joannesia princeps,jun/18,83 meses,A,29.5,,,,,29.5,9.39,,,,,6,
22,87,Mimosa artemisiana,jun/18,83 meses,A,19.5,18.5,,,,38,6.21,5.89,,,,5,
22,88,Senna macranthera,jun/18,83 meses,A,23.5,19.5,,,,43,7.48,6.21,,,,4,
22,89,Aegiphila sellowiana,jun/18,83 meses,A,17,,,,,17,5.41,,,,,3.5,
22,90,Pterocarpus rohrii,jun/18,83 meses,B,,,,,,,,,,,,1.3,
22,91,Senna macranthera,jun/18,83 meses,M,,,,,,,,,,,,,
22,92,Paratecoma peroba,jun/18,83 meses,M,,,,,,,,,,,,,
22,93,Joannesia princeps,jun/18,83 meses,A,27.5,20,18.5,,,66,8.75,6.37,5.89,,,6.5,C
22,94,Tabebuia heptaphylla,jun/18,83 meses,A,,,,,,,,,,,,2.5,
22,95,Senna multijuga,jun/18,83 meses,A,44,29.5,28.5,21.5,15.5,117.5,14.01,9.39,9.07,6.84,4.93,9.5,C
22,96,Myrocarpus frondosus,jun/18,83 meses,M,,,,,,,,,,,,,
22,97,Tapirira guianensis,jun/18,83 meses,A,15,,,,,15,4.77,,,,,3,
22,98,Hymenaea courbaril,jun/18,83 meses,A,,,,,,,,,,,,2.2,
22,99,Inga edulis,jun/18,83 meses,A,26,24,20.5,18,30,1.5,8.28,7.64,6.53,5.73,9.55,4.8,C
22,100,Caesalpinia echinata,jun/18,83 meses,A,24.5,,,,,24.5,7.80,,,,,4.5,
22,101,Dalbergia nigra,jun/18,83 meses,A,27.5,16.5,,,,44,8.75,5.25,,,,5.5,C
22,102,Newtonia spp.,jun/18,83 meses,M,,,,,,,,,,,,,
22,103,Parkia pendula,jun/18,83 meses,M,,,,,,,,,,,,,
22,104,Zeyheria tuberculosa,jun/18,83 meses,A,56.5,32,57,58.5,49.5,195,17.98,10.19,18.14,18.62,15.76,2.8,
22,105,Mimosa artemisiana,jun/18,83 meses,A,24.5,,,,,24.5,7.80,,,,,11,C
22,106,Spondias spp.,jun/18,83 meses,B,,,,,,,,,,,,4.2,C
22,107,Pterogyne nitens,jun/18,83 meses,A,19,22.5,18,15.5,,59.5,6.05,7.16,5.73,4.93,,3.8,
22,108,Schinus terenbitifolius,jun/18,83 meses,B,18.5,19.5,,,,38,5.89,6.21,,,,3,C
22,109,Enterolobium contortisiliquum,jun/18,83 meses,A,22,,,,,22,7.00,,,,,2.5,
22,110,Cupania sp.,jun/18,83 meses,A,78.5,,,,,78.5,24.99,,,,,4.8,
